순번,의료기관명,허가종별,업무상태,의료기관주소(도로명),의료기관행정동주소,위도,경도,대표전화,데이터기준일자
440,칠곡현대치과의원,치과의원,영업중,"대구광역시 북구 칠곡중앙대로 411, 3층 (태전동, 우영팰리스빌딩)",대구광역시 북구 태전2동 940번지 ,35.93252619,128.5479956,053-321-1305,2024-07-31
441,평강한의원,한의원,영업중,대구광역시 북구 구암로 135 (동천동),,35.93209925,128.5557097,053-321-2120,2024-07-31
442,배비뇨기과의원,의원,영업중,대구광역시 북구 동북로 146 (산격동),대구광역시 북구 산격4동 1207번지 43호 ,35.90013487,128.6087776,053-957-4576,2024-07-31
443,드림비뇨의학과의원,의원,영업중,"대구광역시 북구 칠곡중앙대로 385-1, 3층 (태전동)",대구광역시 북구 태전1동 961번지 19호 3층 ,35.93017202,128.5476067,053-323-0411,2024-07-31
444,최용철연합치과의원,치과의원,영업중,"대구광역시 북구 칠성시장로 10, 2층 202호 (칠성동1가)",대구광역시 북구 칠성동 153번지 4호 2층 202,35.87532371,128.6050956,053-428-2875,2024-07-31
445,베드로신경외과의원,의원,영업중,대구광역시 북구 팔달로 155 (노원동3가),,35.88922805,128.5669901,053-351-8282,2024-07-31
446,전내과의원,의원,영업중,"대구광역시 북구 침산남로 50, 2층 (노원동1가)",대구광역시 북구 노원동 9번지 5호 ,35.8890656,128.5815602,053-355-3377,2024-07-31
447,제일내과의원,의원,영업중,대구광역시 북구 동북로 146 (산격동),대구광역시 북구 산격4동 1207번지 43호 ,35.90013487,128.6087776,053-959-0532,2024-07-31
448,동산안과의원,의원,영업중,"대구광역시 북구 칠곡중앙대로 404, 4층 401호 (태전동, 메디팜빌딩)",대구광역시 북구 태전2동 993번지 12호 메디팜빌딩 401호 ,35.93179495,128.5486077,053-323-9691,2024-07-31
449,가톨릭피부과의원,의원,영업중,대구광역시 북구 구암로15길 28 (읍내동),대구광역시 북구 읍내동 1140번지 ,35.93508322,128.5501291,053-320-2029,2024-07-31
450,동서한의원,한의원,영업중,대구광역시 북구 침산남로19길 2 (침산동),대구광역시 북구 침산3동 363번지 7호 ,35.8894265,128.5869152,053-355-1900,2024-07-31
451,김진홍치과의원,치과의원,영업중,대구광역시 북구 검단로 16 (복현동),대구광역시 북구 복현2동 539번지 17호 ,35.89925512,128.6155471,053-381-2895,2024-07-31
452,김규태안과의원,의원,영업중,"대구광역시 북구 동북로 163, 201동 304호,305층 (산격동, 대우아파트 상가)",대구광역시 북구 산격2동 500번지 1호 (대우아파트상가 201동 304호305호) ,35.89891339,128.612519,053-382-4020,2024-07-31
453,장시원속시원내과의원,의원,영업중,"대구광역시 북구 구암로 17, 209호 (관음동, 한양수정아파트 )",,35.93663893,128.5429342,053-323-6696,2024-07-31
454,복현연합내과의원,의원,영업중,"대구광역시 북구 공항로 7, 2층,5층 (복현동)","대구광역시 북구 복현2동 539번지 143호 2층,5층 ",35.89813834,128.6159288,053-943-9380,2024-07-31
455,연합치과의원,치과의원,영업중,대구광역시 북구 구암로 150 (구암동),대구광역시 북구 구암동 650번지 1호 ,35.93148363,128.5571169,053-324-3321,2024-07-31
456,필정신건강의학과의원,의원,영업중,"대구광역시 북구 팔달로 195, 2층 (노원동2가)",대구광역시 북구 노원동 372번지 4호 (2층) ,35.88855031,128.5713958,053-351-1275,2024-07-31
457,이원기연합내과의원,의원,영업중,"대구광역시 북구 구암로 135, 2층 (동천동)",대구광역시 북구 동천동 878번지 ,35.93209925,128.5557097,053-324-3535,2024-07-31
458,이부영한의원,한의원,영업중,대구광역시 북구 산격로 35 (산격동),,35.89385379,128.6050991,053-954-0075,2024-07-31
459,김우현치과의원,치과의원,영업중,"대구광역시 북구 칠곡중앙대로 404, 701호 (태전동)",대구광역시 북구 태전2동 993번지 12호 ,35.93179495,128.5486077,053-323-9132,2024-07-31
460,강북치과의원,치과의원,영업중,대구광역시 북구 칠곡중앙대로 516 (읍내동),대구광역시 북구 읍내동 945번지 ,35.94155822,128.5508793,053-324-8993,2024-07-31
461,인동한의원,한의원,영업중,"대구광역시 북구 동천로 125-16, 3층 (동천동, 우리빌딩 )",,35.94328166,128.5591052,053-323-9720,2024-07-31
462,경복의원,의원,영업중,대구광역시 북구 태전로7길 3 (태전동),대구광역시 북구 태전1동 155번지 19호 ,35.92314661,128.5440536,053-312-7374,2024-07-31
463,노원치과의원,치과의원,영업중,대구광역시 북구 노원로 90 (노원동3가),대구광역시 북구 노원동 1038번지 3호 ,35.89478,128.5716509,053-351-6400,2024-07-31
464,이상우치과의원,치과의원,영업중,대구광역시 북구 산격로 24 (산격동),대구광역시 북구 산격3동 1413번지 15호 ,35.89267253,128.6054133,053-942-2522,2024-07-31
465,김하식외과의원,의원,영업중,대구광역시 북구 칠곡중앙대로 219 (태전동),,35.91562512,128.5481481,053-312-5690,2024-07-31
466,유정균치과의원,치과의원,영업중,"대구광역시 북구 신암로 27, 3층 302호 (칠성동1가)",대구광역시 북구 칠성동 151번지 3호 3층 302,35.87525907,128.6054013,053-426-5797,2024-07-31
467,김동억소아청소년과의원,의원,영업중,"대구광역시 북구 구암로 17, 104호 (관음동, 한양수정아파트 상가 )",대구광역시 북구 관음동 1370번지 한양수정아파트 상가 104호~105호 ,35.93663893,128.5429342,053-323-6006,2024-07-31
468,동서정형외과의원,의원,영업중,대구광역시 북구 칠곡중앙대로 406 (태전동),,35.93194899,128.5486264,053-323-1500,2024-07-31
469,한영정형외과의원,의원,영업중,대구광역시 북구 칠곡중앙대로 443 (관음동),,35.93536174,128.54856,053-322-0031,2024-07-31
470,태전부부한의원,한의원,영업중,대구광역시 북구 학정로 436 (구암동),,35.94347323,128.5641612,053-321-0080,2024-07-31
471,세종한의원,한의원,영업중,"대구광역시 북구 칠곡중앙대로 392, 2층 (태전동)",대구광역시 북구 태전2동 995번지 17호 ,35.93076157,128.5484157,053-322-1154,2024-07-31
472,산격한의원,한의원,영업중,대구광역시 북구 산격로 74-1 (산격동),,35.89709683,128.6056504,053-958-7403,2024-07-31
473,정우연합외과의원,의원,영업중,대구광역시 북구 동암로 2 (읍내동),,35.94680489,128.5519477,053-322-0075,2024-07-31
474,임진치과의원,치과의원,영업중,"대구광역시 북구 칠성남로 198, 4층 (칠성동1가)",대구광역시 북구 칠성동 176번지 26호 (4층) ,35.87623359,128.6019505,053-423-7555,2024-07-31
475,김동응치과의원,치과의원,영업중,"대구광역시 북구 동북로 174, 3층 (산격동)",대구광역시 북구 산격3동 1261번지 1호 (3층) ,35.89876955,128.6116674,053-952-5754,2024-07-31
476,강창수비뇨기과의원,의원,영업중,대구광역시 북구 칠곡중앙대로 390 (태전동),대구광역시 북구 태전2동 1003번지 1호 (2층) ,35.93042531,128.5483702,053-321-0602,2024-07-31
477,전석구내과의원,의원,영업중,대구광역시 북구 동북로 297 (복현동),대구광역시 북구 복현2동 364번지 1호 (2층) ,35.89268432,128.6226033,053-957-6514,2024-07-31
478,권현우한의원,한의원,영업중,"대구광역시 북구 산격로 91, 1층 (산격동)",대구광역시 북구 산격4동 1218번지 9호 1층 ,35.89832446,128.6066596,053-957-6568,2024-07-31
479,이성형이비인후과의원,의원,영업중,대구광역시 북구 칠곡중앙대로 396 (태전동),대구광역시 북구 태전2동 995번지 8호 ,35.931027,128.5484544,053-322-7705,2024-07-31
480,유길한의원,한의원,영업중,"대구광역시 북구 검단로 28, 106동 201호 (복현동, 건영아파트상가 )",,35.90006204,128.6174982,053-383-7531,2024-07-31
481,동아이비인후과의원,의원,영업중,대구광역시 북구 칠곡중앙대로 424 (읍내동),대구광역시 북구 읍내동 1343번지 4호 ,35.93349408,128.5488852,053-322-1245,2024-07-31
482,선우속시원내과의원,의원,영업중,"대구광역시 북구 칠곡중앙대로 393, 3층 (태전동)",대구광역시 북구 태전1동 1063번지 ,35.93089963,128.5478144,053-322-0313,2024-07-31
483,경대연합내과의원,의원,영업중,대구광역시 북구 칠곡중앙대로 461 (관음동),대구광역시 북구 관음동 1386번지 12호 ,35.93701324,128.5488058,053-322-6466,2024-07-31
484,성심연합의원,의원,영업중,대구광역시 북구 동북로 260 (복현동),,35.89412731,128.6189247,053-956-8227,2024-07-31
485,고원섭내과의원,의원,영업중,대구광역시 북구 구암로 150 (구암동),대구광역시 북구 구암동 650번지 1호 ,35.93148363,128.5571169,053-321-8207,2024-07-31
486,한국건강관리협회 건강증진의원,의원,영업중,대구광역시 북구 팔달로 23(노원동3가),대구광역시 북구 노원동 523번지 ,35.89243137,128.5538197,053-350-9000,2024-07-31
487,박시화내과의원,의원,영업중,대구광역시 북구 칠성시장로7길 36 (칠성동1가),대구광역시 북구 칠성동 180번지 3호 ,35.8759283,128.6021118,053-427-1890,2024-07-31
488,윤영팔안과의원,의원,영업중,대구광역시 북구 칠곡중앙대로 389 (태전동),대구광역시 북구 태전1동 961번지 22호 ,35.93049135,128.5477565,053-321-3880,2024-07-31
489,류외과연합의원,의원,영업중,"대구광역시 북구 검단로 112, 1층, 지하1층 (검단동)",대구광역시 북구 검단동 936번지 3호 ,35.90657589,128.6199782,053-382-7585,2024-07-31
490,이승표내과의원,의원,영업중,대구광역시 북구 대현로 99 (대현동),대구광역시 북구 대현동 155번지 7호 ,35.88258237,128.6099041,053-952-3324,2024-07-31
491,박태우한의원,한의원,영업중,대구광역시 북구 칠곡중앙대로 339 (태전동),,35.92602013,128.5470526,053-322-3515,2024-07-31
492,박대근치과의원,치과의원,영업중,대구광역시 북구 대현로 96 (대현동),대구광역시 북구 대현동 407번지 12호 ,35.88232265,128.6095284,053-954-2875,2024-07-31
493,강북한의원,한의원,영업중,"대구광역시 북구 칠곡중앙대로 406, 2층 (태전동)",,35.93194899,128.5486264,053-321-7575,2024-07-31
494,북대구치과의원,치과의원,영업중,대구광역시 북구 칠곡중앙대로 529 (읍내동),대구광역시 북구 읍내동 781번지 5호 ,35.94297861,128.550473,053-321-2875,2024-07-31
495,갑자한의원,한의원,영업중,대구광역시 북구 동북로 236 (복현동),,35.89564221,128.6170589,053-942-3191,2024-07-31
496,만평치과의원,치과의원,영업중,대구광역시 북구 팔달로 141 (노원동3가),대구광역시 북구 노원동 761번지 8호 ,35.88941272,128.5655924,053-355-1319,2024-07-31
497,이석현치과의원,치과의원,영업중,대구광역시 북구 동북로 285 (복현동),대구광역시 북구 복현2동 340번지 35호 ,35.89323235,128.6214519,053-958-0293,2024-07-31
498,류경치과의원,치과의원,영업중,대구광역시 북구 동북로65길 5 (복현동),대구광역시 북구 복현2동 376번지 15호 ,35.89165313,128.6257161,053-957-2875,2024-07-31
499,성신연합의원,의원,영업중,대구광역시 북구 연암로 190 (산격동),,35.90138311,128.5965058,053-943-0351,2024-07-31
500,손석수이비인후과의원,의원,영업중,대구광역시 북구 동북로 170 (산격동),대구광역시 북구 산격3동 1260번지 7호 ,35.8989722,128.6110041,053-953-5434,2024-07-31
501,이인구치과의원,치과의원,영업중,"대구광역시 북구 노원로 21, 나동 (노원동3가)",대구광역시 북구 노원동 373번지 2호 ,35.89161145,128.5651826,053-353-8762,2024-07-31
502,칠곡킴스연합의원,의원,영업중,"대구광역시 북구 관음중앙로 167, 2층 (읍내동)",대구광역시 북구 읍내동 663번지 ,35.94513175,128.5505324,053-322-2100,2024-07-31
503,가람한의원,한의원,영업중,대구광역시 북구 대학로 5 (산격동),,35.88856725,128.6022868,053-941-0144,2024-07-31
504,연수당한의원,한의원,영업중,대구광역시 북구 복현로 8 (복현동),,35.89308118,128.6229899,053-959-6600,2024-07-31
505,박대열치과의원,치과의원,영업중,"대구광역시 북구 칠곡중앙대로 223, 2층 (태전동)",대구광역시 북구 태전2동 496번지 8호 ,35.91587564,128.5481825,053-311-5824,2024-07-31
506,서혜상내과의원,의원,영업중,대구광역시 북구 연암로22길 1 (산격동),대구광역시 북구 산격1동 845번지 ,35.89420066,128.5944721,053-959-8500,2024-07-31
507,아주연합정형외과의원,의원,영업중,"대구광역시 북구 동북로 277, 1~4층 (복현동)",,35.89349639,128.620691,053-959-0331,2024-07-31
508,제일신경외과의원,의원,영업중,"대구광역시 북구 동북로 254, 2층 (복현동)",대구광역시 북구 복현1동 427번지 5호 2층 ,35.89459797,128.6182965,053-959-0551,2024-07-31
509,최한의원,한의원,영업중,대구광역시 북구 신암로 107 (대현동),,35.88051794,128.6110469,053-958-3131,2024-07-31
510,미강의원,의원,영업중,대구광역시 북구 동북로 170 (산격동),대구광역시 북구 산격3동 1260번지 7호 ,35.8989722,128.6110041,053-955-8575,2024-07-31
511,이승철내과의원,의원,영업중,"대구광역시 북구 동북로 162, 4층, 5층 (산격동)",,35.89923567,128.6103677,053-959-3337,2024-07-31
512,우림한의원,한의원,영업중,대구광역시 북구 동북로 246 (복현동),,35.8950586,128.6177572,053-957-5338,2024-07-31
513,덕인한의원,한의원,영업중,대구광역시 북구 팔달로 149 (노원동3가),,35.88936773,128.5664307,053-351-8700,2024-07-31
514,북대구의원,의원,영업중,대구광역시 북구 칠곡중앙대로 205 (태전동),대구광역시 북구 태전2동 789번지 5호 ,35.91445354,128.5481896,053-311-1319,2024-07-31
515,동대구정형외과의원,의원,영업중,"대구광역시 북구 신암로 105 (대현동, 1,2층 일부)","대구광역시 북구 대현동 277번지 51호 1,2층 일부 ",35.88027484,128.6108029,053-941-6370,2024-07-31
516,권현치과의원,치과의원,영업중,대구광역시 북구 동북로 268 (복현동),대구광역시 북구 복현1동 459번지 6호 (6층) ,35.89371663,128.6194751,053-957-2477,2024-07-31
517,김시환내과의원,의원,영업중,대구광역시 북구 동북로 311 (복현동),대구광역시 북구 복현2동 375번지 13호 ,35.89213348,128.623981,053-959-3800,2024-07-31
518,연합수치과의원,치과의원,영업중,"대구광역시 북구 학정로 38, 4층 (태전동)",대구광역시 북구 태전2동 1107번지 4층 일부 ,35.91325196,128.5468752,053-311-1653,2024-07-31
519,신수현소아청소년과의원,의원,영업중,대구광역시 북구 구암로 137 (동천동),대구광역시 북구 동천동 878번지 1호 ,35.93208293,128.5559185,053-323-2477,2024-07-31
520,장수한의원,한의원,영업중,대구광역시 북구 침산남로7길 2 (노원동1가),,35.88901333,128.5798696,053-353-4524,2024-07-31
521,한민행복을심는치과의원,치과의원,영업중,대구광역시 북구 침산남로 175 (침산동),대구광역시 북구 침산3동 145번지 2호 ,35.8876952,128.5948554,053-357-2025,2024-07-31
522,채종구한의원,한의원,영업중,대구광역시 북구 침산로 176 (침산동),,35.89172698,128.5900655,053-354-4143,2024-07-31
523,경찰공제회 대구북부의원,의원,영업중,대구광역시 북구 태암남로 38 (태전동),대구광역시 북구 태전2동 1076번지 1호 ,35.92451029,128.5522019,053-311-0835,2024-07-31
524,김종헌치과의원,치과의원,영업중,대구광역시 북구 노원로 20 (노원동3가),대구광역시 북구 노원동 728번지 (2층) ,35.89106702,128.5652205,053-352-7227,2024-07-31
525,파티마프렌즈치과의원,치과의원,영업중,"대구광역시 북구 침산남로 138, 5층 (침산동)",대구광역시 북구 침산3동 260번지 11호 ,35.88815659,128.5906901,053-354-2875,2024-07-31
526,모영종비뇨기과의원,의원,영업중,대구광역시 북구 검단로 3 (산격동),대구광역시 북구 산격2동 492번지 47호 ,35.89821326,128.6148481,053-381-7200,2024-07-31
527,명신한의원,한의원,영업중,대구광역시 북구 동북로 163 (산격동),,35.89891339,128.612519,053-382-3367,2024-07-31
528,조무상A3한의원,한의원,영업중,대구광역시 북구 대현로 103 (대현동),,35.88247463,128.6104323,053-953-3666,2024-07-31
529,최병하치과의원,치과의원,영업중,대구광역시 북구 팔달로 231 (노원동2가),대구광역시 북구 노원동 257번지 3호 (2층) ,35.88794853,128.5753224,053-357-5009,2024-07-31
530,칠곡연세치과의원,치과의원,영업중,대구광역시 북구 칠곡중앙대로 443 (관음동),대구광역시 북구 관음동 1402번지 4호 ,35.93536174,128.54856,053-327-2875,2024-07-31
531,김종서내과의원,의원,영업중,"대구광역시 북구 고성로28길 1, 1층 (고성동2가)",대구광역시 북구 고성동 111번지 45호 ,35.88113309,128.581904,053-352-5124,2024-07-31
532,류경하한의원,한의원,영업중,대구광역시 북구 산격로9길 2 (산격동),대구광역시 북구 산격4동 1422번지 22호 ,35.89505315,128.6048475,053-956-5510,2024-07-31
533,김제형내과의원,의원,영업중,"대구광역시 북구 대현로 88-1, 2층 (대현동)",대구광역시 북구 대현동 408번지 2호 ,35.88246964,128.6086327,053-954-4288,2024-07-31
534,김영숙치과의원,치과의원,영업중,"대구광역시 북구 동북로 170, 4층 (산격동)",대구광역시 북구 산격3동 1260번지 7호 ,35.8989722,128.6110041,053-955-9508,2024-07-31
535,박성근치과의원,치과의원,영업중,대구광역시 북구 연암로 100-1 (산격동),대구광역시 북구 산격1동 793번지 33호 ,35.89362508,128.594325,053-955-7171,2024-07-31
536,칠곡박한의원,한의원,영업중,대구광역시 북구 동암로 5-3 (읍내동),,35.94728342,128.5519252,053-321-4896,2024-07-31
537,한건호비뇨기과의원,의원,영업중,대구광역시 북구 팔달로 143 (노원동3가),대구광역시 북구 노원동 761번지 7호 ,35.88938664,128.5657267,053-352-6800,2024-07-31
538,현대연합의원,의원,영업중,대구광역시 북구 칠곡중앙대로 504-1 (읍내동),,35.94059094,128.5505094,053-324-0970,2024-07-31
539,진성한의원,한의원,영업중,"대구광역시 북구 옥산로 103, 205동 205호 (칠성동2가, 대우푸르지오1차 상가)",,35.88452151,128.5866897,053-357-5391,2024-07-31
540,고영환치과의원,치과의원,영업중,대구광역시 북구 검단로 3 (산격동),대구광역시 북구 산격2동 492번지 47호 ,35.89821326,128.6148481,053-383-0421,2024-07-31
541,이성우치과의원,치과의원,영업중,"대구광역시 북구 팔달로 179, 2층 (노원동2가)",대구광역시 북구 노원동 382번지 3호 ,35.88879238,128.5697749,053-357-9889,2024-07-31
542,김명효치과의원,치과의원,영업중,대구광역시 북구 대현로 93-1 (대현동),대구광역시 북구 대현동 205번지 16호 ,35.88269964,128.6094377,053-954-3332,2024-07-31
543,녹십자연합의원,의원,영업중,대구광역시 북구 칠곡중앙대로 535 (읍내동),,35.9434956,128.550529,053-314-1001,2024-07-31
544,서춘교치과의원,치과의원,영업중,대구광역시 북구 칠성시장로 41 (칠성동1가),대구광역시 북구 칠성동 267번지 3호 ,35.87755887,128.6029791,053-427-3905,2024-07-31
545,대구광역시북구보건소,보건소,영업중,대구광역시 북구 성북로 49 (침산동),대구광역시 북구 침산3동 521번지 2호 ,35.89187925,128.588897,053-665-3220,2024-07-31
546,최근배치과의원,치과의원,영업중,대구광역시 북구 신암로 24 (칠성동1가),대구광역시 북구 칠성동 125번지 1호 ,35.87455132,128.6058451,053-424-4546,2024-07-31
547,인재의원,의원,영업중,대구광역시 북구 동북로 144 (산격동),대구광역시 북구 산격4동 1207번지 27호 ,35.90038081,128.6085342,053-942-3009,2024-07-31
548,킴스건강내과외과의원,의원,영업중,대구광역시 북구 침산남로 23 (노원동1가),,35.88875981,128.5787412,053-353-1313,2024-07-31
549,김가정의학과-외과의원,의원,영업중,대구광역시 북구 대구체육관로 51-2 (산격동),,35.89268485,128.6049563,053-941-3893,2024-07-31
550,우리내과의원,의원,영업중,대구광역시 북구 칠성로 75 (칠성동2가),대구광역시 북구 칠성동 373번지 15호 ,35.87918031,128.597527,053-425-8209,2024-07-31
551,엔케이라피움한방병원,한방병원,영업중,"대구광역시 북구 동북로 244, 9~11층 (복현동)",대구광역시 북구 복현1동 426번지 7호 ,35.89524169,128.6175114,053-953-1578,2024-07-31
552,센트럴요양병원,요양병원(일반요양병원),영업중,"대구광역시 북구 연암로 111, 지하1층,지상1~6층 (산격동)",대구광역시 북구 산격1동 793번지 62호 ,35.89445218,128.5940442,053-957-8888,2024-07-31
553,새로본한방병원,한방병원,영업중,"대구광역시 북구 칠곡중앙대로 411, 6,7층 (태전동)",대구광역시 북구 태전1동 940번지 우영펠리스 ,35.93252619,128.5479956,053-292-0090,2024-07-31
554,수월한방병원,한방병원,영업중,"대구광역시 북구 침산로 142, 2~4층 (침산동)",대구광역시 북구 침산2동 285번지 10호 2~4층 ,35.8890527,128.5916137,053-354-5000,2024-07-31
555,미래병원,병원,영업중,"대구광역시 북구 신암로 55, 6~10층 (대현동)",대구광역시 북구 대현동 321번지 39호 6~10층 ,35.87742336,128.6068405,053-259-8800,2024-07-31
556,의료법인 대구의료재단 케이병원,병원,영업중,대구광역시 북구 칠곡중앙대로 357(태전동),대구광역시 북구 태전1동 1233번지 ,35.927878,128.546858,053-310-7114,2024-07-31
557,경대자연병원,병원,영업중,"대구광역시 북구 동화천로 241, 4~7층 (연경동)",대구광역시 북구 무태조야동 960번지 1호 4~7층 ,35.94264884,128.617379,053-267-5011,2024-07-31
558,대구서울병원,병원,휴업,대구광역시 북구 대학로 143 (산격동),대구광역시 북구 산격3동 1291번지 19호 ,35.89682044,128.6136496,053-957-0075,2024-07-31
559,새결요양병원,요양병원(일반요양병원),영업중,"대구광역시 북구 학정로 103, 지하1, 1~4층 (태전동)","대구광역시 북구 태전2동 553번지 지하1층, 1~4층 ",35.91727892,128.5504568,053-314-1100,2024-07-31
560,의료법인 효민의료재단 큰사랑병원,병원,영업중,"대구광역시 북구 대현로 46, 지하1층일부,1일부,5층,6층일부,7~8층 (대현동)","대구광역시 북구 대현동 415번지 2호 지하1층일부,1일부,5층,6층일부,7~8층 ",35.88464541,128.6046678,053-951-9119,2024-07-31
561,프라임요양병원,요양병원(일반요양병원),영업중,"대구광역시 북구 신암로 111, 4~8층 (대현동)",,35.88083558,128.6112895,053-952-7775,2024-07-31
562,침산제이병원,병원,영업중,"대구광역시 북구 침산남로 94, 다빈치 타워 1,3,4,6~8층 (침산동)","대구광역시 북구 침산3동 430번지 15호 다빈치 타워 1,3,4,6~8 ",35.88899628,128.5860574,053-353-4900,2024-07-31
563,해피아이병원,병원,영업중,"대구광역시 북구 팔거천동로 213, 3층~6층 (동천동)",,35.94299428,128.557739,053-219-1133,2024-07-31
564,칠성요양병원,요양병원(일반요양병원),영업중,"대구광역시 북구 신암로 27, 2,4층일부,5-7층 (칠성동1가)","대구광역시 북구 칠성동 151번지 3호 2,4층일부,5-7층 ",35.87525907,128.6054013,053-256-3456,2024-07-31
565,문요양병원,요양병원(일반요양병원),영업중,"대구광역시 북구 칠곡중앙대로 215, 지하2층, 1층~7층 (태전동)","대구광역시 북구 태전2동 496번지 15호 지하2층, 1층~7층 ",35.91536628,128.5479968,053-326-6800,2024-07-31
566,칠곡경북대학교병원,종합병원,영업중,"대구광역시 북구 호국로 807, 칠곡경북대학교병원(임상실습동 1~11층 포함) (학정동)",대구광역시 북구 국우동 474번지 칠곡경북대학교병원 ,35.95614602,128.5652788,053-200-2000,2024-07-31
567,척척병원,병원,영업중,"대구광역시 북구 칠곡중앙대로 519, 지하1층~지상5층층 (읍내동)",,35.94213111,128.5502418,053-718-7700,2024-07-31
568,아리채요양병원,요양병원(일반요양병원),영업중,대구광역시 북구 노본길 15-3 (학정동),,35.95893015,128.56642,053-321-0020,2024-07-31
569,무지개아동병원,병원,영업중,"대구광역시 북구 침산로 138 (침산동, 명성프라임)",,35.8888084,128.5918725,053-356-7001,2024-07-31
570,한솔요양병원,요양병원(일반요양병원),영업중,대구광역시 북구 침산로 167 (침산동),대구광역시 북구 침산3동 341번지 5호 ,35.89107851,128.5898899,053-354-5555,2024-07-31
571,햇살요양병원,요양병원(일반요양병원),영업중,대구광역시 북구 팔거천동로 224 (동천동),,35.94388692,128.5587059,053-326-0078,2024-07-31
572,근로복지공단 대구병원,병원,영업중,대구광역시 북구 학정로 515 (학정동),대구광역시 북구 국우동 533번지 ,35.95082607,128.564015,053-715-7575,2024-07-31
573,뉴라이프병원,병원,영업중,대구광역시 북구 공항로 15 (복현동),대구광역시 북구 복현2동 536번지 2호 ,35.89832246,128.6166637,053-384-9119,2024-07-31
574,대구보건대학교병원,병원,영업중,대구광역시 북구 팔거천동로 209 (동천동),,35.94275626,128.5576717,053-320-1900,2024-07-31
575,첨단요양병원,요양병원(일반요양병원),영업중,대구광역시 북구 대현로 19 (대현동),,35.88640902,128.6028873,053-669-1000,2024-07-31
576,의료법인강의료재단 강병원,병원,영업중,대구광역시 북구 노원로 70 (노원동3가),,35.89373251,128.5699421,053-350-5000,2024-07-31
577,의료법인 백산의료재단 K마디병원,병원,영업중,대구광역시 북구 팔달로 217 (노원동2가),대구광역시 북구 노원1.2동 280번지 ,35.88820234,128.5739102,053-341-0119,2024-07-31
578,의료법인 효민의료재단 대구큰사랑요양병원,요양병원(일반요양병원),영업중,"대구광역시 북구 대현로 46, 지하2층,지하1층일부,1층일부,2~4층,6층일부,9층 (대현동)","대구광역시 북구 대현동 415번지 2호 지하2층,지하1층일부,1층일부,2~4층,6층일부,9층 ",35.88464541,128.6046678,053-951-9119,2024-07-31
579,로즈마리병원,병원,영업중,대구광역시 북구 팔거천동로 215 (동천동),,35.94321235,128.5577811,053-210-7777,2024-07-31
580,강북요양병원,요양병원(일반요양병원),영업중,대구광역시 북구 칠곡중앙대로 504-6 (읍내동),대구광역시 북구 읍내동 952번지 ,35.93989522,128.5507637,053-313-6006,2024-07-31
581,대구시티병원,병원,영업중,대구광역시 북구 동북로 270 (복현동),,35.89350468,128.6195752,053-959-7114,2024-07-31
582,대구병원,병원,영업중,대구광역시 북구 칠곡중앙대로 194 (태전동),대구광역시 북구 태전2동 796번지 3호 ,35.91328062,128.5487688,053-311-2001,2024-07-31
583,대구가톨릭대학교 칠곡가톨릭병원,종합병원,영업중,대구광역시 북구 칠곡중앙대로 440 (읍내동),,35.93491669,128.5492912,053-320-2500,2024-07-31
584,M병원,정신병원,영업중,대구광역시 북구 팔달로 147 (노원동3가),대구광역시 북구 노원동 762번지 ,35.88943276,128.5661977,053-359-3771,2024-07-31
585,한성병원,병원,영업중,대구광역시 북구 칠성남로30길 28 (칠성동2가),대구광역시 북구 칠성동 302번지 112호 ,35.8762827,128.5978923,053-422-3114,2024-07-31
586,대구삼선병원,병원,영업중,대구광역시 북구 칠곡중앙대로 448 (읍내동),,35.93565033,128.5492266,053-326-7575,2024-07-31
587,성동병원,정신병원,영업중,대구광역시 북구 칠곡중앙대로99길 21 (관음동),,35.9408698,128.5475311,053-325-0009,2024-07-31
588,의료법인배성의료재단 배성병원,정신병원,영업중,대구광역시 북구 검단로 140 (검단동),,35.90812736,128.622295,053-383-2700,2024-07-31
589,신세계병원,병원,영업중,대구광역시 북구 동북로 196 (산격동),대구광역시 북구 산격3동 1287번지 4호 ,35.89784187,128.6136102,053-954-7771,2024-07-31
590,우리아이아동병원,병원,영업중,"대구광역시 북구 동북로 244, 7층,8층 (복현동)",대구광역시 북구 복현1동 426번지 7호 ,35.89524169,128.6175114,053-953-9900,2024-07-31
591,경대돌담병원,병원,영업중,"대구광역시 북구 호국로 861, 본관동 지상1~5층 (동호동)",대구광역시 북구 국우동 151번지 5호 ,35.9591659,128.5615175,053-716-5600,2024-07-31
592,대구시티요양병원,요양병원(일반요양병원),영업중,"대구광역시 북구 호국로 13, 지하1층,지상1~7층 (산격동)",대구광역시 북구 산격2동 625번지 3호 ,35.90390193,128.6024273,053-242-7000,2024-07-31
